date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarimax,feature_model,foundation_model
2016-05-13 19:00:00,208.33333333333331,97.46163394267658,348.3333333333333,123.33333333333331,126.66666666666669,348.432667343944,220.9805055762818,176.7184600830078,147.57376098632812
2016-05-13 20:00:00,120.0,97.46163394267658,348.3333333333333,100.0,116.66666666666669,348.53200135455467,187.39417268661748,136.1607208251953,109.84117889404297
2016-05-13 21:00:00,63.333333333333336,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,348.63133536516534,140.57547246189426,91.4248275756836,77.57862854003906
2016-05-13 22:00:00,55.0,97.46163394267658,348.3333333333333,60.0,53.333333333333336,348.730669375776,115.58191049776131,86.23222351074219,62.91168212890625
2016-05-13 23:00:00,61.66666666666666,97.46163394267658,348.3333333333333,56.66666666666666,58.333333333333336,348.8300033863867,100.86188400011143,79.26050567626953,57.00767517089844
2016-05-14 00:00:00,58.333333333333336,97.46163394267658,348.3333333333333,55.0,51.66666666666666,348.92933739699737,80.34291484120726,63.646400451660156,55.3895149230957
2016-05-14 01:00:00,63.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,56.66666666666666,349.02867140760804,73.24114737698744,65.55245208740234,54.9869270324707
2016-05-14 02:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,349.1280054182187,67.65005437223994,68.9501953125,53.65080261230469
2016-05-14 03:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,55.0,349.2273394288294,63.947323042010694,63.69804763793945,53.60067367553711
2016-05-14 04:00:00,60.0,97.46163394267658,348.3333333333333,50.0,55.0,349.32667343944007,64.23366344039636,62.85265350341797,52.55177307128906
2016-05-14 05:00:00,56.66666666666666,97.46163394267658,348.3333333333333,58.333333333333336,51.66666666666666,349.4260074500508,72.11663637262407,64.71791076660156,53.18195343017578
2016-05-14 06:00:00,63.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,53.333333333333336,349.5253414606615,82.26007430695138,91.3111343383789,56.06193923950195
2016-05-14 07:00:00,113.33333333333331,97.46163394267658,348.3333333333333,176.66666666666666,148.33333333333334,349.62467547127216,109.88377897872627,104.39937591552734,84.46195220947266
2016-05-14 08:00:00,133.33333333333334,97.46163394267658,348.3333333333333,338.3333333333333,121.66666666666669,349.72400948188283,128.23438008228206,202.02157592773438,134.96331787109375
2016-05-14 09:00:00,118.33333333333331,97.46163394267658,348.3333333333333,93.33333333333331,153.33333333333334,349.8233434924935,112.78442271127962,164.38475036621094,171.62579345703125
2016-05-14 10:00:00,158.33333333333334,97.46163394267658,348.3333333333333,73.33333333333333,178.33333333333334,349.9226775031042,119.74294856873256,208.5994110107422,195.5902099609375
2016-05-14 11:00:00,96.66666666666669,97.46163394267658,348.3333333333333,355.0,161.66666666666666,350.02201151371486,129.34329071908667,249.31015014648438,211.63235473632812
2016-05-14 12:00:00,116.66666666666669,97.46163394267658,348.3333333333333,301.6666666666667,86.66666666666667,350.12134552432553,123.64892521963372,189.45355224609375,188.67141723632812
2016-05-14 13:00:00,113.33333333333331,97.46163394267658,348.3333333333333,268.3333333333333,75.0,350.2206795349362,117.97453931464185,223.3826904296875,170.93252563476562
2016-05-14 14:00:00,106.66666666666669,97.46163394267658,348.3333333333333,318.3333333333333,88.33333333333333,350.3200135455469,114.29653202419593,186.9204559326172,140.74905395507812
2016-05-14 15:00:00,130.0,97.46163394267658,348.3333333333333,201.66666666666663,103.33333333333331,350.41934755615756,107.5165734710697,171.8282470703125,135.918212890625
2016-05-14 16:00:00,111.66666666666669,97.46163394267658,348.3333333333333,351.6666666666667,91.66666666666669,350.51868156676824,139.63505685984623,253.86541748046875,153.1941680908203
2016-05-14 17:00:00,241.66666666666663,97.46163394267658,348.3333333333333,231.66666666666663,83.33333333333333,350.6180155773789,192.4452174530831,194.2407989501953,166.54127502441406
2016-05-14 18:00:00,166.66666666666666,97.46163394267658,348.3333333333333,348.3333333333333,285.0,350.7173495879896,191.27567508681275,230.1001434326172,151.49200439453125
2016-05-14 19:00:00,90.0,97.5279829863443,166.66666666666666,208.33333333333331,120.0,166.7041764640018,132.55370059270382,99.76385498046875,116.72003173828125
2016-05-14 20:00:00,86.66666666666667,97.5279829863443,166.66666666666666,120.0,86.66666666666667,166.7416862613369,113.66660373797689,105.0054931640625,98.38116455078125
2016-05-14 21:00:00,75.0,97.5279829863443,166.66666666666666,63.333333333333336,56.66666666666666,166.77919605867203,78.61605658148139,85.19123840332031,76.7830810546875
2016-05-14 22:00:00,61.66666666666666,97.5279829863443,166.66666666666666,55.0,58.333333333333336,166.81670585600716,64.01728128406228,72.30448150634766,65.49490356445312
2016-05-14 23:00:00,48.333333333333336,97.5279829863443,166.66666666666666,61.66666666666666,56.66666666666666,166.8542156533423,56.90946028281808,65.82601165771484,61.39547348022461
2016-05-15 00:00:00,53.333333333333336,97.5279829863443,166.66666666666666,58.333333333333336,58.333333333333336,166.8917254506774,55.50101662188406,54.838401794433594,59.92603302001953
2016-05-15 01:00:00,55.0,97.5279829863443,166.66666666666666,63.333333333333336,51.66666666666666,166.92923524801253,56.32345822216576,55.40351867675781,59.48017120361328
2016-05-15 02:00:00,51.66666666666666,97.5279829863443,166.66666666666666,60.0,55.0,166.96674504534766,55.59309591325294,55.40371322631836,59.19887924194336
2016-05-15 03:00:00,40.0,97.5279829863443,166.66666666666666,60.0,56.66666666666666,167.00425484268277,54.8668919659098,56.71491241455078,57.08510208129883
2016-05-15 04:00:00,51.66666666666666,97.5279829863443,166.66666666666666,60.0,50.0,167.0417646400179,55.62162033918082,55.20759582519531,56.863399505615234
2016-05-15 05:00:00,56.66666666666666,97.5279829863443,166.66666666666666,56.66666666666666,56.66666666666666,167.07927443735304,64.66492372074936,58.0413818359375,57.25381088256836
2016-05-15 06:00:00,51.66666666666666,97.5279829863443,166.66666666666666,63.333333333333336,50.0,167.11678423468817,73.84725491367155,60.68271255493164,60.767845153808594
2016-05-15 07:00:00,93.33333333333331,97.5279829863443,166.66666666666666,113.33333333333331,60.0,167.15429403202327,103.01643185838637,86.16041564941406,76.82202911376953
2016-05-15 08:00:00,118.33333333333331,97.5279829863443,166.66666666666666,133.33333333333334,183.33333333333331,167.1918038293584,121.40428352111984,125.61026000976562,101.62989044189453
2016-05-15 09:00:00,101.66666666666669,97.5279829863443,166.66666666666666,118.33333333333331,143.33333333333334,167.22931362669354,112.79418840636873,119.70243072509766,107.22823333740234
2016-05-15 10:00:00,108.33333333333331,97.5279829863443,166.66666666666666,158.33333333333334,135.0,167.26682342402864,122.39455072411408,127.63290405273438,105.56694030761719
2016-05-15 11:00:00,105.0,97.5279829863443,166.66666666666666,96.66666666666669,50.0,167.30433322136378,122.99433900485336,92.27499389648438,84.44709777832031
2016-05-15 12:00:00,96.66666666666669,97.5279829863443,166.66666666666666,116.66666666666669,56.66666666666666,167.3418430186989,118.63854963473989,90.3410415649414,79.91912841796875
